Wall time,Step,Value
1738702604.4200323,5,3.3328778743743896
1738702606.2770014,20,2.487276792526245
1738702608.370746,37,2.764660596847534
1738702609.3535829,45,2.4372942447662354
1738702610.506479,55,2.297903537750244
1738702611.0795765,60,2.961454153060913
1738702616.6051123,83,3.277214288711548
1738702617.4536333,90,2.5868375301361084
1738702617.8202205,93,2.7898612022399902
1738702618.4289458,98,3.0141539573669434
1738702619.1742938,104,2.5706353187561035
1738702620.0466232,111,3.0937836170196533
1738702621.6183176,124,2.6975104808807373
1738702621.7328193,125,2.658729314804077
1738702621.96439,127,3.4197726249694824
1738702623.3607225,139,3.9103946685791016
1738702624.17981,146,3.5299251079559326
1738702624.2958632,147,3.7352101802825928
1738702624.4133384,148,3.1666059494018555
1738702629.2827275,165,2.8694045543670654
1738702629.531501,167,3.7970352172851562
1738702630.1354423,172,3.4734249114990234
1738702630.6233885,176,3.8053596019744873
1738702631.2357228,181,3.518085479736328
1738702632.2204094,189,3.3990478515625
1738702633.4164746,199,3.717532157897949
1738702634.4594724,208,3.740046739578247
1738702635.271132,215,4.086778163909912
1738702635.9711015,221,4.297717571258545
1738702639.6957073,229,3.330028533935547
1738702642.7455628,254,3.3436028957366943
1738702643.5987074,261,3.9265503883361816
1738702643.8419783,263,3.5326955318450928
1738702643.960111,264,3.9779164791107178
1738702646.0617127,282,4.223519802093506
1738702646.5221665,286,4.158172607421875
1738702647.5545483,295,3.5340583324432373
1738702652.3740199,311,2.9175994396209717
1738702654.110686,325,3.989043951034546
1738702656.1768968,342,3.883286476135254
1738702657.4905086,353,4.0178937911987305
1738702658.436394,361,3.6775994300842285
1738702659.5003424,370,3.7928991317749023
1738702684.5296743,377,4.0986833572387695
1738702685.281499,383,4.089649200439453
1738702686.2673037,391,3.970155715942383
1738702686.3880165,392,3.702495574951172
1738702686.7462838,395,3.802783966064453
1738702687.1129444,398,3.7557199001312256
1738702687.4878402,401,3.809816360473633
1738702688.232051,407,3.812028408050537
1738702688.4821248,409,3.1890993118286133
1738702689.3559716,416,4.364332675933838
1738702690.6912444,427,4.4034295082092285
1738702690.9272475,429,4.122596740722656
1738702697.0919843,457,2.9631049633026123
1738702699.3037598,475,4.691391944885254
1738702699.9101663,480,3.6684823036193848
1738702701.9803123,497,3.5466909408569336
1738702702.4450238,501,4.226290702819824
1738702702.6761122,503,3.830622911453247
1738702704.633793,520,4.374707221984863
1738702708.593699,529,4.536501884460449
1738702708.717752,530,3.8973753452301025
1738702709.21239,534,4.475619316101074
1738702710.8087986,547,3.570664882659912
1738702711.416752,552,4.475840091705322
1738702712.2816124,559,3.616166353225708
1738702712.6558354,562,3.819998264312744
1738702712.7865398,563,3.917362689971924
1738702713.5389898,569,3.8564844131469727
1738702714.479191,577,3.5953562259674072
1738702714.9474413,581,4.577944755554199
1738702715.529735,586,4.5590009689331055
1738702715.9976578,590,3.9504895210266113
1738702720.524043,604,4.1741204261779785
1738702720.64208,605,3.804574728012085
1738702721.760976,614,4.377549648284912
1738702722.00454,616,3.557802200317383
1738702722.1297383,617,3.7602670192718506
1738702724.0922341,633,4.210081100463867
1738702725.899565,648,3.871877670288086
1738702727.7765045,664,3.9625244140625
1738702728.7292197,672,4.698182106018066
1738702731.3017538,675,4.100302219390869
1738702731.679098,676,4.269922733306885
1738702732.7544317,682,4.270537376403809
1738702732.9907997,684,4.063859462738037
1738702733.115128,685,3.8607754707336426
1738702733.7161744,690,5.000119686126709
1738702736.4682937,712,4.430843830108643
1738702737.4667146,720,4.423707008361816
1738702738.87592,732,3.7612555027008057
1738702739.58293,738,4.798089027404785
1738702740.186176,743,4.251667022705078
1738702740.9095898,749,3.896716833114624
1738702766.8385172,762,4.527022838592529
1738702768.8049476,778,4.3473944664001465
1738702769.6524887,785,4.813901424407959
1738702769.785179,786,3.884546995162964
1738702773.42976,817,3.9413044452667236
1738702774.018292,822,5.092962265014648
1738702778.7919383,838,4.2113471031188965
1738702779.2789369,842,4.994246006011963
1738702781.0208395,856,5.330146789550781
1738702781.5055747,860,4.3263678550720215
1738702782.5015602,868,4.511699676513672
1738702783.2128546,874,5.155290126800537
1738702783.4483962,876,4.652282238006592
1738702784.0349717,881,5.044229030609131
1738702784.6263106,886,4.2932562828063965
1738702784.9799976,889,4.562503814697266
1738702785.5623112,894,4.984838008880615
1738702789.0967708,902,4.914810657501221
1738702789.319533,903,4.7979536056518555
1738702790.2865624,910,4.808778285980225
1738702790.9067898,915,4.836403846740723
1738702793.0931177,933,4.618201732635498
1738702794.449976,944,5.311047077178955
1738702794.9246948,948,5.102419376373291
1738702795.5129082,953,5.690560340881348
1738702796.6861134,963,5.340060710906982
1738702800.8163238,976,5.050929069519043
1738702802.8772802,991,5.264895915985107
1738702803.6105406,997,5.884404182434082
1738702804.945323,1008,5.492269039154053
1738702809.9053862,1049,5.681994438171387
1738702814.741345,1065,6.282064914703369
1738702814.864971,1066,5.255720615386963
1738702815.2453136,1069,5.467452526092529
1738702816.6376019,1080,5.337473392486572
1738702818.4915771,1095,5.5101728439331055
1738702820.286056,1110,5.5534186363220215
1738702820.8930013,1115,6.373912811279297
1738702821.8570895,1123,7.140113353729248
1738702848.3560684,1136,6.417675018310547
1738702850.0841033,1150,5.753833770751953
1738702850.839106,1156,6.575209140777588
1738702851.342197,1160,5.743504047393799
1738702851.832409,1164,6.022606372833252
1738702855.3297856,1194,6.92350959777832
1738702855.4441237,1195,6.846048831939697
1738702859.2456665,1204,5.626048564910889
1738702860.83663,1217,6.408529281616211
1738702861.3300912,1221,6.697784900665283
1738702861.5751307,1223,6.394381046295166
1738702861.9455879,1226,6.857315540313721
1738702862.694951,1232,7.174022197723389
1738702863.8082948,1241,6.77699089050293
1738702864.296288,1245,5.782810211181641
1738702864.6454208,1248,7.525175094604492
1738702865.1121469,1252,6.575794696807861
1738702866.1725209,1261,6.318892955780029
1738702866.4059598,1263,6.244638919830322
1738702867.3481495,1271,6.684887409210205
1738702873.7053156,1300,6.450928688049316
1738702877.1620803,1329,6.448305130004883
1738702877.2812915,1330,6.526725769042969
1738702877.5125275,1332,7.23903751373291
1738702878.7764647,1343,6.529832363128662
1738702882.3882167,1351,7.089920997619629
1738702884.5358896,1366,8.022175788879395
1738702888.5596068,1399,7.221948623657227
1738702889.150386,1404,6.738842010498047
1738702890.5660217,1416,7.270725727081299
1738702891.0380225,1420,8.174541473388672
1738702891.3931742,1423,8.332082748413086
1738702895.472467,1432,8.660603523254395
1738702896.0888932,1437,8.360264778137207
1738702896.8361,1443,8.197142601013184
1738702896.9605525,1444,7.865400791168213
1738702898.0557036,1453,7.5560302734375
1738702901.4495275,1481,6.996556758880615
1738702902.168708,1487,7.479494094848633
1738702902.28984,1488,8.036170959472656
1738702902.8923063,1493,7.393591403961182
1738702929.1010075,1506,7.425151348114014
1738702929.362395,1508,7.858647346496582
1738702930.2438858,1515,7.484958648681641
1738702930.368628,1516,8.63625431060791
1738702931.4914908,1525,8.198140144348145
1738702931.8530598,1528,8.00078296661377
1738702933.3753102,1540,7.455652713775635
1738702933.9803507,1545,8.31021499633789
1738702934.2113402,1547,8.211433410644531
1738702936.4385383,1566,7.800111293792725
1738702940.371406,1576,7.4132399559021
1738702941.05499,1581,8.789480209350586
1738702941.308193,1583,8.256272315979004
1738702943.6331375,1602,8.320964813232422
1738702943.8816557,1604,8.22468090057373
1738702944.1339388,1606,7.151007175445557
1738702944.259308,1607,8.133651733398438
1738702944.8865623,1612,8.582674980163574
1738702945.869623,1620,8.322915077209473
1738702946.3359659,1624,7.658932685852051
1738702946.5736496,1626,8.323149681091309
1738702946.6893191,1627,9.03677749633789
1738702952.944986,1655,8.252203941345215
1738702958.4377997,1700,8.210355758666992
1738702961.2927134,1724,8.733938217163086
1738702965.569539,1736,8.594231605529785
1738702967.6356058,1753,8.299612998962402
1738702967.9974663,1756,8.925674438476562
1738702968.734911,1762,8.858646392822266
1738702969.22318,1766,8.649016380310059
1738702972.3290198,1792,9.027883529663086
1738702972.4468021,1793,8.71928596496582
1738702977.434177,1811,9.057477951049805
1738702978.9057305,1823,9.60046672821045
1738702979.7505028,1830,8.584005355834961
1738702981.9581115,1848,9.194747924804688
1738702983.02081,1857,8.627035140991211
1738702983.847594,1864,8.9950532913208
1738702984.5549612,1870,8.461165428161621
1738702984.6733525,1871,8.59962272644043
1738703009.2793257,1875,7.73073148727417
1738703010.5354807,1885,8.470474243164062
1738703010.7800546,1887,9.30172061920166
1738703012.2533076,1899,8.480207443237305
1738703013.2353249,1907,8.776130676269531
1738703014.71742,1919,9.165108680725098
1738703022.6645114,1963,9.479410171508789
